dataset_index,speaker_id,chapter_id,utterance_id,reference,wav_prediction,wav_wer,compressed_prediction,compressed_wer,compression_ratio,dataset,codec,bitrate,delta_sample_wer,wav_substitutions,wav_deletions,wav_insertions,compressed_substitutions,compressed_deletions,compressed_insertions,delta_substitutions,delta_deletions,delta_insertions,wav_correct,compressed_correct,new_error,recovered,worsened,improved,unchanged
1686,5442,41168,14,SERGEY IVANOVITCH FROWNED,SODI IVONOVITCH GROUND,1.0,SO RY IVONOVITCH GROUND,1.3333333333333333,14.73940124573036,test-other,mp3,16k,0.33333333333333326,3,0,0,3,0,1,0,0,1,False,False,False,False,True,False,False
1437,4350,9170,55,AND IF DEFENSE AGAINST BARBAROUS NATIONS IS MEANT ONE THOUSANDTH PART OF THE TROOPS NOW UNDER ARMS WOULD BE AMPLY SUFFICIENT FOR THAT PURPOSE,AND IF DEFENCE AGAINST BARBAROUS NATIONS IS MEANT ONE THOUSANDTH PART OF THE TROOPS NOW UNDER ARMS WOULD BE AMPLY SUFFICIENT FOR THAT PURPOSE,0.0416666666666666,AND IF DEFENCE AGAINST BARBAROUS NATIONS IS MEANT ONE THOUSANDTH PART OF THE TROOPS NOW UNDER ARMS WOULD BE AMPLY SUFFICIENT FOR THAT PURPOSE,0.0416666666666666,15.571908474361411,test-other,mp3,16k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
1984,6128,63240,13,SHE WAS ATTRACTIVE AND IMPERTINENT ESPECIALLY THE LATTER,SHE WAS ATTRACTIVE AND IMPERTINENT ESPECIALLY THE LATTER,0.0,SHE WAS ATTRACTIVE AND IMPERTINENT ESPECIALLY THE LATTER,0.0,15.350315833074454,test-other,mp3,16k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
664,3331,159609,8,THANK HEAVEN FOR THAT,THANK HEAVEN FOR THAT,0.0,THANK HEAVEN FOR THAT,0.0,14.468589313659736,test-other,mp3,16k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
2293,7105,2340,11,THE TALK FLITTED NERVOUSLY AND HURRIEDLY FROM ONE IMPERSONAL TOPIC TO ANOTHER,THE TALK FITTED NERVOUSLY AND HURRIEDLY FROM ONE IMPERSONAL TOPIC TO ANOTHER,0.0833333333333333,THE TALK FITTED NERVOUSLY AND HURRIEDLY FROM ONE IMPERSONAL TOPIC TO ANOTHER,0.0833333333333333,15.462247785994704,test-other,mp3,16k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
2671,8131,117029,21,I I OH DRAT IT I'M GETTING OLD IZZY YOU TELL HIM,I I OH DRAD IT I'M GETTING OLD IS HE YOU TELL HIM,0.25,I I O DRAD IT I'M GETTING OLD IS HE YOU TELL HIM,0.3333333333333333,15.448344671201816,test-other,mp3,16k,0.08333333333333331,2,0,1,3,0,1,1,0,0,False,False,False,False,True,False,False
2906,8461,281231,6,REMEMBEREST THOU THE MAGAZINE OF FUEL THAT IS STORED BENEATH THESE APARTMENTS WOMAN,REMEMBEREST THOU THE MAGAZINE OF FUEL THAT IS STOLE BENEATH THESE APARTMENTS WOMAN,0.0769230769230769,REMEMBER A STOUT THE MAGAZINE OF FUEL THAT IS STOLE BENEATH THESE ATARTMENTS WOMAN,0.3846153846153846,15.52735326688815,test-other,mp3,16k,0.3076923076923077,1,0,0,4,0,1,3,0,1,False,False,False,False,True,False,False
372,2609,156975,11,A CONTEMPORARY INSCRIPTION ALSO STATES THAT HE FOUNDED NEAR PITHUM THE HOUSE OF RAMSES A CITY WITH A ROYAL RESIDENCE AND TEMPLES,A CONTEMPORARY INSKIRITS AND ANSE STATES THAT HE FOUNDED NEAR PITHAM THE HOUSE OF RANZEES A CITY WITH THE ROYAL RESIDENCE AND TIMPLES,0.3181818181818182,A CONTEMPORARY INSCRITS AND ONSERS FATE THAT HE FOUNDED NEAR PITHAM THE HOUSE OF BRANSEYS A CITY WITH THE ROYAL RESIDENCE AND TEMPLES,0.3181818181818182,15.699335624284078,test-other,mp3,16k,0.0,6,0,1,6,0,1,0,0,0,False,False,False,False,False,False,True
2628,8131,117017,11,JENKINS THE OTHER COP HAD BEEN HOLDING THE WALLET,JENKINS THE OTHER COP HAD BEEN HOLDING THE WALLET,0.0,JENKINS THE OTHER COP HAD BEEN HOLDING THE WALLET,0.0,15.15857368869417,test-other,mp3,16k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
609,3331,159605,0,SHE PULLED HER HAIR DOWN TURNED HER SKIRT BACK PUT HER FEET ON THE FENDER AND TOOK PUTTEL INTO HER LAP ALL OF WHICH ARRANGEMENTS SIGNIFIED THAT SOMETHING VERY IMPORTANT HAD GOT TO BE THOUGHT OVER AND SETTLED,SHE PULT HER HAIR DOWN TURNED HER SKIRT BACK PUT HER FEET ON THE FENDER AND TOOK PUTTER UNDER HER LAP ALL OF WHICH ARRANGEMENTS SIGNIFIED THAT SOMETHING VERY IMPORTANT HAD GOT TO BE THOUGHT OVER AND SETTLED,0.0789473684210526,SHE PUT HER HAIR DOWN TURNED HER SCOLT BACK PUT HER FEET ON THE FENDER AND TOOK PUTTER UNDER HER LAP ALL OF WHICH ARRANGEMENTS SIGNIFIED THAT SOMETHING VERY IMPORTANT HAD GOT TO BE THOUGHT OVER AND SETTLED,0.1052631578947368,15.77835479101302,test-other,mp3,16k,0.026315789473684195,3,0,0,4,0,0,1,0,0,False,False,False,False,True,False,False
1718,5442,41169,18,OH WELL ONE DOES IT WHAT WOULD YOU HAVE,OH WELL ONE DOES IT WHAT WOULD YOU HAVE,0.0,OH WELL WONDERIT WHAT WOULD YOU HAVE,0.3333333333333333,15.23923271806008,test-other,mp3,16k,0.3333333333333333,0,0,0,1,2,0,1,2,0,True,False,True,False,True,False,False
1164,3997,182399,10,SO WE UNS SIT ON THE CHIMNEY TOPS WHENEVER OL JACK FROST GETS TO STRAYING DOWN WHERE HE HAVE NO BUSINESS,SO WEENS SIT ON THE CHIMNEY TOPS WHENEVER OLD JACK FROST GETS TO STRAIN DOWN WHERE HE HAVE NO BUSINESS,0.1904761904761904,SO WEUN SET ON THE CHIMNEY TOPS WHENEVER OLD JACK FROT GETS THE STRAIN DOWN WHERE HE HAVE NO BUSINESS,0.3333333333333333,15.62843295638126,test-other,mp3,16k,0.1428571428571429,3,1,0,6,1,0,3,0,0,False,False,False,False,True,False,False
376,2609,156975,15,THE STORY OF MOSES BIRTH AND EARLY CHILDHOOD IS ONE OF THE MOST INTERESTING CHAPTERS IN BIBLICAL HISTORY,THE STORY OF MOSESES BIRTH IND EVERY CHILDHOOD IS ONE OF THE MOST INTERESTING CHAPTERS IN BEBICO HISTORY,0.2222222222222222,THE STORY OF MOSEES BIRTH IN EARY CHILDHOOD IS ONE OF THE MOST INTERESTING CHAPTERS IN BIBICAL HISTORY,0.2222222222222222,15.60048706240487,test-other,mp3,16k,0.0,4,0,0,4,0,0,0,0,0,False,False,False,False,False,False,True
1539,4852,28330,9,HIS FACE FROZE WITH NERVOUSNESS THAT THIS MIGHT NOT DO AS AN ANSWER AND HE STOOD STIFF AND STILL BEFORE CAPTAIN BLIZZARD,HIS FACE ROSE WITH NERVOUSNESS THAT THIS MIGHT DO NOT DO AS AN ANSWER AND HE STOOD STIFF AND STILL BEFORE CAPTAIN BLIZZARD,0.0909090909090909,HIS FACE ROSE WITH NERVOUSNESS THAT THIS MIGHT DONOT DO WAS AN ANSWER AND HE STOOD STIFF AND STILL BEFORE CAPTAIN BLIZZARD,0.1363636363636363,15.584858044164038,test-other,mp3,16k,0.0454545454545454,1,0,1,3,0,0,2,0,-1,False,False,False,False,True,False,False
1829,5764,299665,25,WHAT IS THIS POWER,WHAT IS THIS POWER,0.0,WHAT IS THIS POWER,0.0,14.834970152127864,test-other,mp3,16k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
2938,8461,281231,38,THE PRECEPTORS OF WHOM THERE WERE FOUR PRESENT OCCUPIED SEATS BEHIND THEIR SUPERIORS AND BEHIND THEM STOOD THE ESQUIRES OF THE ORDER ROBED IN WHITE,THE PRECEPTORS OF WHOM THERE WERE FOUR PRESENT OCCUPIED SEATS BEHIND THE SUPERIORS AND BEHIND THEM STOOD THE ESQUIRES OF THE ORDER ROBED IN WHITE,0.04,THE PRESPECTORS OF WHOM THERE WERE FOUR PRESENT OCCUPIED SEATS BEHIND THE SUPERIORS AND BEHIND THEM STOOD THE ESQUIRES OF THE ORDER ROBED IN WHITE,0.08,15.683239659893356,test-other,mp3,16k,0.04,1,0,0,2,0,0,1,0,0,False,False,False,False,True,False,False
453,3005,163389,13,AND ONE OR TWO WOMEN BEGUN TO SCREAM,AND ONE OR TWO WOMEN BEGAN TO SCREAM,0.125,AND ONE OR TWO WOMEN BEGAN TO SCREAM,0.125,15.04943710230054,test-other,mp3,16k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
1877,5764,299665,73,IT FOLLOWS THAT NOTHING HAS BEEN OR CAN BE CREATED THAT THERE NEVER HAS BEEN OR CAN BE A CREATOR,IT FOLLOWS THAT NOTHING HAS BEEN OR CAN BE CREATED THAT THERE NEVER HAS BEEN OR CAN BE A CREATOR,0.0,IT FOLLOWS THAT NOTHING HAS BEEN OR CAN BE CREATED THAT THERE NEVER HAS BEEN OR CAN BE A CREATOR,0.0,15.705778160754464,test-other,mp3,16k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
1941,6070,86744,20,BUT SAID FRANZ THE CORSICAN BANDITS THAT WERE AMONG THE CREW OF HIS VESSEL,BUT SAID FRANCE THE CORSICAN BANDITS THAT WERE AMONG THE CREW OF HIS VESSEL,0.0714285714285714,BUT SAID FRANCE THE CORSKIN BANDITS THAT WERE AMONG THE CREW OF HIS VESSEL,0.1428571428571428,15.388107710688356,test-other,mp3,16k,0.0714285714285714,1,0,0,2,0,0,1,0,0,False,False,False,False,True,False,False
1150,3997,180297,28,LOOK HERE PRUDENCE DO YOU KNOW WHAT HE WANTS SAID MARGUERITE,LOOK HERE PRUDENCE DO YOU KNOW WHAT HE WANTS SAID MARGUERITE,0.0,LOOK HERE PRUDENCE DO YOU KNOW WHAT HE WANTS SPAID MARGUERITE,0.0909090909090909,15.447639916004748,test-other,mp3,16k,0.0909090909090909,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1419,4350,9170,37,BUT WITH UNIVERSAL MILITARY SERVICE IT COMES TO PASS THAT MEN AFTER MAKING EVERY SACRIFICE TO GET RID OF THE CRUELTY OF STRIFE AND THE INSECURITY OF EXISTENCE ARE CALLED UPON TO FACE ALL THE PERILS THEY HAD MEANT TO AVOID,BUT WITH UNIVERSAL MILITARY SERVICE IT COMES TO PASS THAT MEN AFTER MAKING EVERY SACRIFICE TO GET RID OF THE CRUELTY OF STRIFE AND THE INSECURITY OF EXISTENCE ARE CALLED UPON TO FACE ALL THE PERILS THEY HAD MEANT TO AVOID,0.0,BUT WITH UNIVERSAL MILITARY SERVICE IT COMES TO PASS THAT MEN AFTER MAKING EVERY SACRIFICE TO GET RID OF THE CRUELTY OF STRIFE AND THE INSECURITY OF EXISTENCE ARE CALLED UPON TO FACE ALL THE PERILS THEY HAD MEANT TO AVOID,0.0,15.730976805504058,test-other,mp3,16k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
1173,3997,182399,19,A LITTLE SIGH OF SATISFACTION WENT AROUND THE CIRCLE OF LISTENERS,A LITTLE SIGH OF SATISFACTION WENT ROUND THE CIRCLE OF LISTENERS,0.0909090909090909,A LITTLE SIGH OF SATISFACTION WHEN ROUND THE CIRCLE OF LISTENERS,0.1818181818181818,15.44397243462664,test-other,mp3,16k,0.0909090909090909,1,0,0,2,0,0,1,0,0,False,False,False,False,True,False,False
2836,8280,266249,35,HIS VICTIM WHO HAD BEEN LOOKING ON DURING THE LITTLE SCENE AND LISTENING TO THE MYSTERIOUS VOICE IN SILENT WIDE EYED WONDER AND FEAR NOW ROSE HASTILY HIS FACE DEATHLY PALE WITH TREMBLING HANDS GATHERED UP THE MONEY HE HAD STAKED AND HURRYING INTO HIS STATE ROOM LOCKED HIMSELF IN,HIS VICTIM WHO HAD BEEN LOOKING OT DURING THE LITTLE SCENE AND LISTENING TO THE MYSTERIOUS VOICE IN SILENT WIDE EYED WONDER AND FEAR NOW ROSE HASTILY HIS FACE DEATHLY PALE WITH TREMBLING HANDS GATHERED UP THE MONEY HE HAD STAKED AND HURRYING TO HIS STATEROOM LOCKED HIMSELF IN,0.08,HIS VICTIM WHO HAD BEEN LOOKING OT DURING THE LITTLE SCENE AND LISTENING TO THE MYSTERIOUS VOICE IN SILENT WIDE EYED WONDER AND FEAR NOW ROSE HASTILY HIS FACE DEATHLY PALE WITH TREMBLING HANDS GATHERED UP THE MONEY HE HAD STAYED AND HURRYING TO HIS STATE ROOM MOCKED HIMSELF IN,0.08,15.80520556555527,test-other,mp3,16k,0.0,3,1,0,4,0,0,1,-1,0,False,False,False,False,False,False,True
1629,533,131564,5,WE ALL HAVE A BIT OF A LIKING FOR HIM AT THE BOTTOM OF OUR HEARTS THOUGH WE CAN'T RESPECT HIM,WE ALL HAVE A BIT OF A LIKING FOR HIM AT THE BOTTOM OF OUR HEARTS THOUGH WE CAN'T RESPECT HIM,0.0,WE ALL HAVE A BIT OF A LIKING FOR HIM AT THE BLOTTOM OF OUR HEARTS THOUGH WE CAN'T RESPECT HIM,0.0476190476190476,15.444692275919042,test-other,mp3,16k,0.0476190476190476,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
212,2033,164914,1,BUT SHE SAID WHOMSOEVER THOU SEEST AWAKE HE IS THE RECITER,BUT SHE SAID WHOMSOEVER THOU SEEST AWAKE HE IS THE RECITER,0.0,BUT SHE SAID WHOMSOEVER THOU SEEST AWAKE HE IS THE RECITER,0.0,15.516576770945704,test-other,mp3,16k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
2290,7105,2340,8,THE SEARCH USUALLY PRODUCED A LARGE AND VARIED YIELD THIS IS FUNNY SAID PETER PIGEONCOTE TO HIS WIFE SOME HALF HOUR AFTER THEIR CONVERSATION HERE'S A TELEGRAM FROM WILFRID SAYING HE'S PASSING THROUGH HERE IN HIS MOTOR AND WOULD LIKE TO STOP AND PAY US HIS RESPECTS,THE SEARCH USUALLY PRODUCED A LARGE AND VARIED YIELD THIS IS FUNNY SAID PETER PIGEANTO TO HIS WIFE SOME HALF HOUR AFTER THEIR CONVERSATION HERE IS THE TELEGRAM FROM WILFRED SAYING HE IS PASSING THROUGH HERE IN HIS MOTOR AND WOULD LIKE TO STOP AND PAY AS HIS RESPECTS,0.1702127659574468,THE SEARCH USUALLY PRODUCED A LARGE AND VARIED YIELD THIS IS FUNNY SAID PETER PEGENTL TO HIS WIFE SOME HALF HOUR AFTER THEIR CONVERSATION HERE'S THE TELEGRAM FROM MILFRED SAYING HE'S PASSING THROUGH HERE IN HIS MOLTER AND WOULD LIKE TO STOP AND PAY AS HIS RESPECTS,0.1063829787234042,15.824339680164076,test-other,mp3,16k,-0.0638297872340426,6,0,2,5,0,0,-1,0,-2,False,False,False,False,False,True,False
1446,4852,28311,3,O K HE SAID,O K HE SAID,0.0,O KY HE SAID,0.25,14.784045584045584,test-other,mp3,16k,0.25,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2508,7975,280076,19,I MET SEVERAL OF MY FRIENDS AMONG THEM WAS BOB HUDSPETH,I MET SEVERAL OF MY FRIENDS AMONG THEM WAS BOB HUSBETH,0.0909090909090909,I MET SEVERAL OF MY FRIENDS AMONG THEM WAS BOB HUSPETH,0.0909090909090909,15.170527417877242,test-other,mp3,16k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
162,1998,29454,38,DICKIE ALWAYS REMEMBERED THAT MOMENT,DIGKY OFVAS REMEMBERED THAT MOMENT,0.4,DICKY OVIS REMEMBERED THAT MOMENT,0.4,14.80458495100758,test-other,mp3,16k,0.0,2,0,0,2,0,0,0,0,0,False,False,False,False,False,False,True
471,3005,163390,12,NO I SAYS IT DON'T,NO I SAY IS IT DON'T,0.4,NO I SAY IS IT DON'T,0.4,14.748189530312436,test-other,mp3,16k,0.0,1,0,1,1,0,1,0,0,0,False,False,False,False,False,False,True
890,3538,163622,22,NOW THEN SAID THE FOAL DOST THOU NOT SEE ANYTHING NOW,NOW THEN SAID THE FULL DOST THOU NOT SEE ANYTHING NOW,0.0909090909090909,NOW THEN SAID THE FULL DOST THOU NOT SEE ANYTHING NOW,0.0909090909090909,15.212406753042796,test-other,mp3,16k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
31,1688,142285,31,ONCE MARGARET HAD GONE INTO THE CHAMBER SOON AFTER DIXON LEFT IT AND FOUND HER MOTHER ON HER KNEES AND AS MARGARET STOLE OUT SHE CAUGHT A FEW WORDS WHICH WERE EVIDENTLY A PRAYER FOR STRENGTH AND PATIENCE TO ENDURE SEVERE BODILY SUFFERING,ONCE MARGARET HAD GONE INTO THE CHAMBER SOON AFTER DIXON LEFT IT AND FOUND HER MOTHER ON HER KNEES AND AS MARGARET STOLE OUT SHE CAUGHT A FEW WORDS WHICH WERE EVIDENTLY A PRAYER FOR STRENGTH AND PATIENCE TO ENDURE SEVERE BODILY SUFFERING,0.0,ONCE MARGARET HAD GONE INTO THE CHAMBER SOON AFTER DIXON LEFT IT AND FOUND HER MOTHER ON HER KNEES AND AS MARGARET STOLE OUT SHE CAUGHT A FEW WORDS WHICH WERE EVIDENTLY A PRAYER FOR STRENGTH AND PATIENCE TO INDURE SEVERE BODILY SUFFERING,0.0232558139534883,15.817315329626688,test-other,mp3,16k,0.0232558139534883,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
628,3331,159605,19,AT A STREET CORNER A BLACK EYED SCHOOL BOY WAS PARTING FROM A ROSY FACED SCHOOL GIRL WHOSE MUSIC ROLL HE WAS RELUCTANTLY SURRENDERING,AT A STREET CORNER A BLACK EYED SCHOOL BOY WAS PARTING FROM A ROSY FACED SCHOOL GIRL WHOSE MUSIC ROWL HE WAS RELUCTANTLY SURRENDERING,0.0416666666666666,AT THE STREET CORNER A BLACK EYED SCHOOLBOY WAS PARTING FROM A ROSY FACED SCHOOL GIRL WHOSE MUSIC ROW HE WAS RELUCTANTLY SURRANDERING,0.2083333333333333,15.688768606224627,test-other,mp3,16k,0.16666666666666669,1,0,0,4,1,0,3,1,0,False,False,False,False,True,False,False
1663,5442,32873,11,RACHEL LAKE RACHEL LAKE WHAT ARE YOU NOW,RACHELLAKE RACHELLAKE WHAT ARE YOU NOW,0.5,RACHELMIKE RACHELMIKE WHAT ARE YOU NOW,0.5,15.275404648898624,test-other,mp3,16k,0.0,2,2,0,2,2,0,0,0,0,False,False,False,False,False,False,True
267,2414,128291,4,ANSWERED HE THE SAME THAT THOU SEEKEST THOU MISCHIEF MAKER THAT IS TO SAY HAPPINESS UPON EARTH,ANSWERED HE THE SAME THAT THOU SEEKEST THOU MISCHIEF MAKER THAT IS TO SAY HAPPINESS UPON EARTH,0.0,ANSWERED HE THE SAME THAT THOU SEEKEST THOU MISCHIEF MAY GOOD THAT IS TO SAY HAPPINESS UPON EARTH,0.1176470588235294,15.680221377984148,test-other,mp3,16k,0.1176470588235294,0,0,0,1,0,1,1,0,1,True,False,True,False,True,False,False
2001,6128,63241,2,RANSOM WAS PLEASED WITH THE VISION OF THAT REMEDY IT MUST BE REPEATED THAT HE WAS VERY PROVINCIAL,RANSON WAS PLEASED WITH THE VISION OF THAT REMEDY IT MUST BE REPEATED THAT HE WAS VERY PROVINCIAL,0.0555555555555555,RONSON WAS PLEASED WITH THE VISION OF THAT REMEDY IT MUST BE REPEATED THAT HE WAS VERY PROVINCIAL,0.0555555555555555,15.562002499835538,test-other,mp3,16k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
2103,6432,63723,4,HOWEVER DON'T THINK I'M NOT INTERESTED IN YOUR CASE I'VE FISHED ENOUGH FOR TO DAY,HOWEVER DON'T THINK I'M NOT INTERESTED IN YOUR CASE I'VE FINISHED ENOUGH FOR TO DAY,0.0666666666666666,HOWEVER DON'T THINK I'M NOT INTERESTED IN YOUR CASE I'VE FINISHED ENOUGH FOR TO DAY,0.0666666666666666,15.421937550040033,test-other,mp3,16k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
1248,4198,61336,13,JEHOASH THE GRANDSON OF JEHU HAD ACHIEVED SUCCESSES IN CONFLICT WITH DAMASCUS,JEO ASH THE GRANDSON OF JAHUL HAD ACHIEVED SUCCESSES IN CONFLICT WITH DAMASCUS,0.25,JO SH THE GRANDSON OF JAHELL HAD ACHIEVED SUCCESSORS IN CONFLICT WITH DAMASCUS,0.3333333333333333,15.476312320694737,test-other,mp3,16k,0.08333333333333331,2,0,1,3,0,1,1,0,0,False,False,False,False,True,False,False
2745,8188,269290,14,BUT DON'T LOCK ME OUT PLEASE ANNIE,BUT DON'T LOCK ME OUT PLEASE ANY,0.1428571428571428,BUT DON'T LOVE ME OUT PLEASE ANY,0.2857142857142857,14.715843963764096,test-other,mp3,16k,0.1428571428571429,1,0,0,2,0,0,1,0,0,False,False,False,False,True,False,False
1252,4198,61336,17,TIGLATH PILESER NEXT OPERATED AGAINST THE MEDIAN AND OTHER HILL TRIBES IN THE NORTH EAST,TIKLAST PELESER NEXT OPERATED AGAINST THE MEDIAN AND OTHER HILL TRIBES IN THE NORTHEAST,0.2666666666666666,TICKLASS BELIESER NEXT OPERATED AGAINST THE MEDION AND OTHER HILL TRIBES IN THE NORTHEAST,0.3333333333333333,15.514892340010505,test-other,mp3,16k,0.06666666666666671,3,1,0,4,1,0,1,0,0,False,False,False,False,True,False,False
305,2414,128292,15,WHEN THE DEVIL CASTETH HIS SKIN DOTH NOT HIS NAME ALSO FALL AWAY IT IS ALSO SKIN,WHEN THE DEVIL CAST AT HIS SKIN DOTH NOT HIS NAME ALSO FALL AWAY IT IS ALSO SKINNED,0.1764705882352941,WHEN THE DEVIL CAST AT HIS SKIN DOTH NOT HIS NAME ALSO FALL AWAY IT IS ALSO SKINE,0.1764705882352941,15.5617389109723,test-other,mp3,16k,0.0,2,0,1,2,0,1,0,0,0,False,False,False,False,False,False,True
2333,7902,96591,13,NO HE THOUGHT TO HIMSELF I DON'T BELIEVE THEY WOULD KILL ME BUT THEY WOULD KNOCK ME ABOUT,NO HE THOUGHT TO HIMSELF I DON'T BELIEVE THEY WOULD KILL ME BUT THEY WOULD KNOCK ME ABOUT,0.0,NO HE THOUGHT TO HIMSELF I DON'T BELIEVE THEY WOULD KILL ME BUT THEY WOULD KNOCK ME ABOUT,0.0,15.421076193034292,test-other,mp3,16k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
2885,8461,278226,1,SHE MEANT TO BE SCRUPULOUSLY CONSCIENTIOUS IN THE ADMINISTRATION OF HER TALENTS AND SOMETIMES AT CHURCH ON A SUNDAY WHEN THE SERMON WAS PARTICULARLY AWAKENING SHE MENTALLY DEBATED THE SERIOUS QUESTION AS TO WHETHER NEW BONNETS AND A PAIR OF JOUVIN'S GLOVES DAILY WERE NOT SINFUL BUT I THINK SHE DECIDED THAT THE NEW BONNETS AND GLOVES WERE ON THE WHOLE A PARDONABLE WEAKNESS AS BEING GOOD FOR TRADE,SHE MEANT TO BE SCRUPULOUSLY CONCIENTIOUS IN THE ADMINISTRATION OF A TALIENTS AND SOMETIMES AT CHURCH ON A SUNDAY WHEN THE SALMON WAS PARTICULARLY AWAKENING SHE MEANTALLY DEBATED A SERIOUS QUESTION AS TO WEAR THER NEW BONNETS AND A PAIR OF JUVAN'S GLOVES DAILY WERE NOT SINFUL BUT I THINK SHE DECIDED THAT THE NEW BONNETS AND GLOVES WERE ON THE WHOLE A PARDONABLE WEAKNESS AS BEING GOOD FOR TRADE,0.1304347826086956,SHE MEANTO BE SCRUPULOUSLY CONSCIENTIOUS IN THE ADMINISTRATION OF A TALENT AND SOMETIMES AT CHURCH ON A SUNDAY WHEN THE SAMEN WAS PARTICULARLY AWAKENING SHE MEANTALLY DEBATED A SERIOUS QUESTION AS TO WEAR THE NEW BONNET AND A PAIR OF JUVAN'S GLOVES DAILY WERE NOT SENTFOR BUT I THINK SHE DECIDED THAT THE NEW BONNETS AND GLOVES WERE ON THE WHOLE A PARDONABLE WEAKNESS AS BEING GOOD FOR TRADE,0.1739130434782608,15.87600723565203,test-other,mp3,16k,0.043478260869565216,8,0,1,10,1,1,2,1,0,False,False,False,False,True,False,False
72,1688,142285,72,MARGARET HELD HER IN HER ARMS AND PUT THE WEARY HEAD TO REST UPON HER BOSOM,MARGARET HELD HER IN HER ARMS AND PUT THE WEARY HEAD TO REST UPON HER BOSOM,0.0,MARGARET HELD HER IN HER ARMS AND PUT THE WEARY HEAD TO REST UPON HER BOSOM,0.0,15.471127633209418,test-other,mp3,16k,0.0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True
2145,6432,63723,46,THERE WERE THREE OF THEM THE CENTER FIGURE BEING THAT OF HARRY KING AND HE WAS VERY MUCH INTOXICATED,THERE WERE THREE OF THEM THE CENTRE FIGURE BEING THAT OF HARRY KING AND HE WAS VERY MUCH INTOXICATED,0.0526315789473684,THERE WERE THREE OF THEM THE CENTRE FIGURE BEING THAT OF HARRY KING AND HE WAS VERY MUCH INTOXICATED,0.0526315789473684,15.491575744080754,test-other,mp3,16k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
1175,4198,12259,0,DRAW REACH FILL MIX GIVE IT ME WITHOUT WATER,DRAW REACH FIL MIX GIVE IT ME WITHOUT WATER,0.1111111111111111,DRAW REACH FIL MIX GIVE IT ME WITHOUT WATER,0.1111111111111111,15.414910721841414,test-other,mp3,16k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
2138,6432,63723,39,BUT HIS ARE PRETTY UNCERTAIN SHOES TO BE IN JUST THE SAME,BUT HIS ARE PRETTY UNCERTAIN SHOES TO BE IN JUST THE SAME,0.0,BUT HE HAS ARE PRETTY UNCERTAIN SHOES TO BE IN JUST THE SAME,0.1666666666666666,15.015528418513494,test-other,mp3,16k,0.1666666666666666,0,0,0,1,0,1,1,0,1,True,False,True,False,True,False,False
438,2609,169640,23,I DOUBT IF WE TOUCHED A MAN IN THE NEAREST PROA,I DOUBT IF WE TEUCHED A MAN IN THE NEAREST PARA,0.1818181818181818,I DOUBT IF REE TERKS REMAN IN TE NECPERER,0.6363636363636364,15.10770841512891,test-other,mp3,16k,0.4545454545454546,2,0,0,5,2,0,3,2,0,False,False,False,False,True,False,False
2316,7105,2340,34,MISSUS PETER TURNED TO HER GUEST WITH CONFIDENTIAL COYNESS,MISSUS PETER TURNED TO HER GUEST WITH CONFIDENTIAL KINDNESS,0.1111111111111111,MISSUS PETER TURNED TO HER GUEST WITH CONFIDENTIAL KINDNESS,0.1111111111111111,15.24985426139676,test-other,mp3,16k,0.0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True
741,3528,168669,46,IF YOU HAD A LITTLE MORE FAITH AND IF YOU COULD HAVE BEEN IN HER CELL SHE WOULD HAVE CURED YOUR LEG MERELY BY TOUCHING IT SHE SMILED,IF YOU HAD A LITTLE MORE FAITH AND IF YOU COULD HAVE BEEN IN HER CELL SHE WOULD HAVE CURED YOUR LEG MERELY BY TOUCHING IT SHE SMILED,0.0,IF YOU HAD A LITTLE MORE FAITH AND IF YOU COULD HAVE BEEN IN HERCELF SHE WOULD HAVE CURED YOR LEG MERELY BY TOUCHING IT SHE SMILED,0.1071428571428571,15.619688428199067,test-other,mp3,16k,0.1071428571428571,0,0,0,2,1,0,2,1,0,True,False,True,False,True,False,False
